,figurative,include,start_localtime,network,spoken_by,text,URL,program_name
10,False,False,2017-01-01 18:24:00,CSPAN,,"<b></b> <b>the</b> <em>environmental</em> <em>protection</em> <em>agency</em>, <b>gina</b> <b>mccarthy,</b> and the michigan governor, rick snyder, who is a republican. and they had -- members of kindness had a lot of questions for them. they wanted to know what went wrong, whose fault it was, why things weren't taking care of earlier, why someone didn't catch this earlier, why they didn't listen to it experts, why they weren't hearing some of the early warnings from residents who were complaining about their waterand muddy looking and >> smelly water. tell us how politics plays -- and smelly water. >> tell us how politics plays and to these questions. >> flint unfortunately became a blame game. it is something you will hear in the hearings, that the democrats were really critical of the state of michigan, which is of course led by a republican run by a republican majority legislature. they wanted to know again why the residents weren't listened to, why the complaints were and why the experts who tried to sound the alarm early on were dismissed and not listen to earlier on. the republican side, they really focused on the epa, on administr",https://archive.org/details/CSPAN_20170101_182400_Washington_This_Week,Washington This Week
11,True,False,2017-10-18 15:30:00,CSPAN2,Jack Reed (D-Rhode Island; Senate),"<b>.</b> <b>the</b> <em>environmental</em> <em>protection</em> <em>agency</em> <b>said</b> <b>that</b> it has begun the formal process to roll back the obama administration's so-called clean power plan. this plan was the cornerstone of the democratic efforts to destroy the reliable forms of energy that the american public continues to use today. my goal is to make energy as clean as we can as fast as we can without raising costs on american families. the trump administration wants exactly the same thing. the steps it announced last week will help provide greater energy security, more jobs, and a stronger economy. this is exactly what president trump promised that he would do. it is exactly what the american people voted for last november. americans said that they were tired of washington's out-of-control regulators. president trump took action right away. he issued an executive order in march telling his administration to go back and review some of president obama's worst energy regulations. one of those was the clean power plan. it's a plan that tried to regulate power plants in a way that wasn't even allowed under the clean air act. pres",https://archive.org/details/CSPAN2_20171018_153000_U.S._Senate_10182017,U.S. Senate 10182017
12,True,False,2017-10-16 07:00:00,CNNW,North Korean state media," that what term means, it's created <b>by</b> <b>the</b> <em>environmental</em> <em>protection</em> <em>agency</em> <b>and</b> <b>basically</b> describes an area that is highly contaminated with toxic materials in the ground. there are a number of water wells on that super fund site, and there are reports and we've seen it ourselves of people getting water from those wells. now one of the wells that has been used has been officially cleared by government official here is in puerto rico. and they have been actually passing that water out to people who are standing in the long lines to come and get that water. they say that the water has passed all of its testing. some of the other wells, it's not exactly clear. a team from the environmental protection agency went around this weekend testing some of those wells, and it could take most of the week to get the results back. and it's believed that in this water, that there could be high levels of toxic materials from industrial waste that is in those waters that could be causing serious health problems for people. epa say it would require long-term exposure to the water. but we were with one of",https://archive.org/details/CNNW_20171016_070000_CNN_Newsroom_Live,CNN Newsroom Live
13,False,False,2017-10-06 22:00:00,WRC,," police response at the headquarters <b>of</b> <b>the</b> <em>environmental</em> <em>protection</em> <em>agency</em>. <b>it</b> <b>turned</b> out to be a false report, but security scares here are on the rise. do people truly threaten to kill e palomino, a workers? >> yes, yes, yes. >> reporter: federal records obtained by the i-team show investigations into threats epa workers have soared this year from 40 to 70. a large number of them threats against the new administrator. patrick sullivan investigates the threats for the epa office of inspector general. health and protecting agency immersed in hot button issues. >> it engenders a lot of emotion. some people who are emotional will act out by sending a message or making a phone call. the worst >> reporter: in one case the accused is a herself. barbara jordan is awaiting trial in d.c. accused of sending an e-mail threatening to murder former head gina mccarthy and other colleagues. writing she was out side the hotel and i'm going to murder those expletives and i hope they drop dead like flies. she has pleaded not guilty. here is the biggest spike in threats. scott pruitt at times a pol",https://archive.org/details/WRC_20171006_220000_News4_at_6,News4 at 6
14,True,True,2017-03-01 21:00:00,CSPAN,David Young (R-Iowa; 3rd District)," <b>red</b> <b>tape</b> <em>strangling</em> <b>our</b> <b>economy</b> and jobs engine. <b>the</b> <b>federal</b> <em>regulatory</em> <b>environment</b> <b>over</b> the past few decades has allowed agencies to operate unchecked. leading to overlapping and conflicting rules which come at a rivetting cost to the economy, the taxpayer and to the jobs. so by requiring agencies to proactively consider dupe policecation as part of -- duplication as part of their plan, credibility rears itself. we don't need due policity. we don't need to waste resources and time in the federal government. so secondly, my amendment works to increase regulatory transparency by improving the public's access to information. transparency. by requiring each agency to maintain last of every active regulatory action submitted to the office of information and regulatory affairs on its website, we can shine the light on agencies' rules and regulations which as we know have the full effect of law. so this would include a list of all active regulatory actions, the agencies' most recent regulatory plan and a link to all records submitted to the office of information and regulatory affairs f",https://archive.org/details/CSPAN_20170301_210000_U.S._House_Meets_for_Legislative_Business,U.S. House Meets for Legislative Business
15,False,False,2016-12-23 22:48:00,CSPAN3,," environmental allies remain committed to stopping the energy revolution. since the <b>election</b> <b>the</b> <em>epa</em> <b>has</b> <b>filed</b> regulations and moved to finalize tougher fuel efficiency standards for vehicles. more unrealistic men dates won't lead to innovation in biofuels technology and many new requirements are not achievable in today aesz energy market. the white house continues to delay the white house of pipeline projects and drags out the permitting process for exports. make no mistake, while president obama may soon leave the oval office, the environmental extremists who fight against american energy are here to stay. they are determined to stop americans from using reliable and and affordable power. they would rather see america keep our natural resources in the ground. even with the united government in 2017 it will be an uphill climb to roll back the damage done by this administration. as chairman of the science and technology committee which has jurisdiction over federal agencies such as the epa and department of energy's research and technology budget which is $9 billion, i will continue ",https://archive.org/details/CSPAN3_20161223_224800_Congressional_Republicans_Discuss_Climate_and_Energy_Policy,Congressional Republicans Discuss Climate and Energy Policy
16,False,False,2016-12-23 15:00:00,CSPAN3,," committed to stop the energy revolution. since <b>the</b> <b>lelection</b> <em>epa</em> <b>finalizd</b> <b>under</b> fuel standard and moved to finalize tough fuel efficiency standards for vehicles. more unrealistic mandates won't benefit environment or lead to innovation in biofields technology. many of the new requirements are not even achievable in today's energy market. the white house also continues to delay the construction of pipeline projects and drags out permitting process for l&g. make no mistake while president obama may leave office, environmental extremists who fight against american energy are here to stay. they are determined to stop americans from using reliable and affordable power. they would rather see america keep our natural resources, as they say, in the ground. even as the united government in 2017, it will be an uphill climb to roll back the damage done by this administration. as chairman of science, space committee which has jurisdiction over federal agencies such as epa and department of energy's research and technology budget, which is about $9 billion, i will continue to take every action possible",https://archive.org/details/CSPAN3_20161223_150000_Congressional_Republicans_Discuss_Climate_and_Energy_Policy,Congressional Republicans Discuss Climate and Energy Policy
17,True,True,2017-07-17 18:59:00,CSPAN2,Dan Sullivan (R-Alaska; Senate)," lauderdale at the seasonal high tides? in just a month, the new head of <b>the</b> <b>u.s.</b> <em>environmental</em> <em>protection</em> <em>agency</em> <b>fired</b> <b>several</b> members of the board of scientific counselors, the very people responsible for overseeing the agency science and research programs. these were scientists at the top of their fields working on behalf of the american people, and suddenly in one fell swoop, the new head of the e.p.a. fired them all and wants to replace them with -- you gettinged it -- you guessed it -- industry representatives. scientists from the very industries that e.p.a. is supposed to monitor and oversee. now, if this is not what completes the picture of putting the fox in charge of the henhouse, i don't know what is, and the henhouse is not just climate science but includes basic research in all fields, including health care, n.i.h. by the way, thank goodness we got ahead of -- a head of n.i.h., a guy who broke the code on the human genome, dr. collins. it includes the fields of astronomy, how about nasa, and it includes the origin of the universe quantum physics in multiple agencies. this disturbing trend ",https://archive.org/details/CSPAN2_20170717_185900_U.S._Senate_Debates_Deputy_Defense_Secretary_Nomination,U.S. Senate Debates Deputy Defense Secretary Nomination
18,False,False,2016-12-11 17:30:00,CSPAN,," energy revolution. since the <b>election,</b> <b>the</b> <em>epa</em> <b>finalized</b> <b>regulation</b> under the renewable fuel standard and renewed tough efficiency standards for vehicles. more unrealistic mandates will not benefit the environment or lead to innovation in the biofuel technology. many of the new requirements are in today'shievable energy market. the white house continues to delay pipeline projects. make no mistake. president obama may soon leave the oval office, but environmental extremist who fight energy continue to stay. they continue to stop americans from using reliable and affordable power. they would prefer to see natural resources cap -- kept in the ground. -- i will continue to take every action possible to reverse this tax on energy.s it is my responsibility to ensure the federal government is effective and accountable to the american people. we have the work cut out for us to a college these goals under the obama administration. issued ace committee record number of subpoenas to achieve information the administration had withheld from the american people. that in perspective, it has been 21 ",https://archive.org/details/CSPAN_20161211_173000_Congressional_Republicans_Discuss_Climate_and_Energy_Policy,Congressional Republicans Discuss Climate and Energy Policy
19,True,False,2017-01-18 16:00:00,MSNBCW,Orin Hatch (R-Utah; Senate)," hearings you were just talking about. and then down at the end of the hall, scott pruitt <b>for</b> <b>the</b> <em>epa</em>. <b>so</b> <b>a</b> really busy day here on capitol hill but a lot of the focus on that price hearing that isn't as you note technically a confirmation hearing. however, he is a linchpin in repealing the health care law. what republicans are grappling with is exactly what you outlined. there's a disconnect between what the republican party has been running on for all of these years. repeal obamacare and some of the comments donald trump is now making publicly saying that he does want to take care of people. he doesn't want people to lose their insurance. and republicans are having to wrap their heads around actually building out a replacement plan. and tom price has been pressed about that today. he has not said they don't know exactly yet what are going to be the tenets of that plan. he's been pressed on details of a plan that price himself proposed and outlined to be part of a replacement potent yeiallyr the health care law. you heard patty murray press him about whether people with pre-existing ",https://archive.org/details/MSNBCW_20170118_160000_MSNBC_Live_With_Tamron_Hall,MSNBC Live With Tamron Hall
20,False,False,2016-02-12 14:00:00,CSPAN,," states government, had this to say in december of last <b>year.</b> <b>the</b> <em>environmental</em> <em>protection</em> <em>agency</em> <b>violated</b> <b>publicity</b> or propaganda in anti-lobbying rovisions contained in appropriations acts with its use of certain social media platforms in association with its waters of the united states rulemaking. mr. speaker, hear that. i'm begging the administration to go out there and sell the american people before they act as is supposed to be done. the government accountability office is chastising the administration because instead of going out and selling it, they're illegally lobbying for it after the fact. we couldn't persuade anybody about it ahead of time. we didn't bother to involve folks ahead of time. we're going to go out after the fact illegally and try to change everybody's mind. quoting again from that same report. the e.p.a. engaged in covert propaganda when the agency did not identify e.p.a.'s role as the creator of the thunderclap message to the target audience. this is one particular campaign that the government accountability office is looking at. mr. speaker, we've got to demand",https://archive.org/details/CSPAN_20160212_140000_U.S._House_of_Representatives,U.S. House of Representatives
21,True,True,2017-01-25 15:47:00,CSPAN3,Jim Risch (R-Idaho; Senate)," or the new administrator <b>of</b> <b>the</b> <em>environmental</em> <em>protection</em> <em>agency</em> <b>under</b> <b>the</b> new administration? >> i would like to find the most effective way to put teeth in that office of advocacy and if that's one of the ways to do that i would like to work with you to see if we could make that happen. >> i can take that as an almost yes. >> i'm looking forward to working with you on that. >> all right. let me move on. mrs. mcmahon under the obama administration fees were waived for a number of qualifying seven a loans including the up front one-time guarantee fees oand on going loans for fiscal years 2014, 15 and 16, if you are confirmed as administrator would you consider looking at the continuation of these waivers? >> i would like to make sure that we are making it as easy as possible to get these loans and to help our small businesses and would like to take a really strong look at what did he accomplish by that, houcw long s it in affect, did we get feedback so we could see what the merits of that are? >> thank you. >> senator rono? >> thank you mr. chairman. it's good to see you, thank you ",https://archive.org/details/CSPAN3_20170125_154700_SBA_Administrator_Linda_McMahon_Testifies_at_Confirmation_Hearing,SBA Administrator Linda McMahon Testifies at Confirmation Hearing
22,False,False,2017-01-28 20:12:00,CSPAN,," or administrator of the admire mental protection <b>agency</b> <b>--</b> <em>environmental</em> <em>protection</em> <em>agency</em>? <b>ms.</b> <b>mcmahon:</b> i would like to find a way to put teeth into the department of advocacy and find a way to make that happen. mr. rounds: i can take that as an almost yes. ms. mcmahon: i am looking forward to working with you on that. under the obama administration, fees were waived for number of qualifying 7a loans including the up front one time loan ongoing servicing fees 7a loans for $150,000 or less, 204, 2015, 2016, if you are confirmed would you consider looking at continuation of these waivers? ms. mcmahon: i would like to make sure we are making it as easy as possible to get these loans to help small businesses. i would like to look at what did we accomplish by that. when i have those answers i would like to see what the merit to that is. >> thank you very much, sen. rounds: >> thank you, it is good to see you. thank you for the time we spent together. i would like to commend you for the comments you made regarding president trump's comments about women. i ask you to be a strong voic",https://archive.org/details/CSPAN_20170128_201200_SBA_Administrator_Linda_McMahon_Testifies_at_Confirmation_Hearing,SBA Administrator Linda McMahon Testifies at Confirmation Hearing
23,False,False,2016-12-21 21:30:00,BBCNEWS,," concerned <b>because</b> <b>the</b> <em>environmental</em> <em>protection</em> <em>agency</em>, <b>the</b> <b>man</b> needed to run that comes from being the attorney general of oil and gas rich oklahoma. —— because of the obama administration. he has been riding with the epa and trying to pull back the regulations that are in place say they are too odorous. it is is interesting. it is about what is going on under the radar. the broader transition? we are not very long now from the president—elect becoming the president. it has been feverish ever since donald trump won, is there a brief pause at christmas or does this continue all the way to inauguration day? there is a brief pause. the president—elect is going to be in florida in his wonderful ma ola go estate. he has taken his breathing teams with him. we will get a slight lull the next two weeks. injanuary, in january, january the six, eve ryo ne in january, january the six, everyone will rush full frontal towards the inauguration. the key thing to watch for in early january is when congress starts looking at donald trump's key jobs is when congress starts looking at donald ",https://archive.org/details/BBCNEWS_20161221_213000_Outside_Source,Outside Source
24,False,False,2016-11-26 02:00:00,CSPAN2,,"<b></b> <em>protection</em> <em>agency</em> <b>and</b> <b>the</b> u.s. army corps of engineers, the resulting often and extremely huge expenses and lengthy delays but it doesn't -- the speech starting and running the business. we will discuss the issue in some detail both pro and con. i will introduce each of the speakers before he speaks, starting with tim and we will talk for about 20 to 25 minutes and then have comments from our two other guests for ten to 15 minutes each and then a brief comment from tim before we open up to q-and-a from you in the audience and then for the lunch upstairs in the george yager conference center. center. tim sandefur is the vice president for litigation at the goldwater institute in phoenix, arizona. as i write in the blurb for the buck, his fourth magnificent plus countless articles, speeches and legal briefs, tim sandefur has emerged as one of america's most important up and coming political and legal theorists. a graduate of hillsdale college, the chaplain university school of law, tim served for 15 years as a litigator at the pacific legal foundation before joining goldwater. at",https://archive.org/details/CSPAN2_20161126_020000_The_Permission_Society,The Permission Society
25,True,False,2017-11-07 19:14:00,CSPAN2,," air <b>act,</b> <b>the</b> <em>environmental</em> <em>protection</em> <em>agency</em> <b>which</b> <b>pruitt</b> leads is legally obligated to regulate greenhouse gases. they must do this as a matter of law. moreover, the e.p.a. has determined that greenhouse gas emissions endanger the public health and welfare of current and future generations. and scott pruitt has said that he won't contest that endangerment finding. he is stuck with it. why? because he knows it's a contest he'd lose by a landslide. the climate denial nonsense he espouses has never passed peer review. it's not real science. and it would get buried in any forum where facts and truth matter. that's also likely why the house released the climate science and special report, part of the national climate assessment that we mandated by law without significant alteration. scientists had prudently disclosed what they sent in to the white house so that everyone could compare what went in to the white house with what came back out of the white house. that put the white house in a box, and caught in that box, the white house went ahead and released the report without alteratio",https://archive.org/details/CSPAN2_20171107_191400_U.S._Senate_11072017,U.S. Senate 11072017
26,False,False,2017-01-26 08:30:00,CSPAN,," time addressing it to the new director <b>of</b> <b>the</b> <em>environmental</em> <em>protection</em> <em>agency</em>? <b>>></b> <b>i</b> would like to find the most effective way to put teeth in that office. >> i can take that as an almost yes? >> i'm looking forward to working with you on that. >> let me move on. the upfront loan guarantee, if you are confirmed as the administrator will you look at the continuation of these waivers? >> i would like to make sure that we are making it as easy as possible to get these loans and to help our small businesses. i would like to take a strong look at what did we accomplish, did we get feedback from small businesses that this was beneficial? when i have those answers i would want to see what the merits of that are. >> thank you. >> thank you sen. rounds:. >> thank you mr. chairman. it is good to see you. thank you for the time that we spent together. i want to commend you for the comments you made regarding president from's comments about women. i ask you to be a strong voice for women. should you be the confirmed administrator were you commit to preserving the program funding that exist to promo",https://archive.org/details/CSPAN_20170126_083000_SBA_Administrator_Linda_McMahon_Testifies_at_Confirmation_Hearing,SBA Administrator Linda McMahon Testifies at Confirmation Hearing
27,True,True,2017-10-17 18:15:00,CSPAN2,Mike Lee (R-Utah; Senate),"<b></b> <em>regulatory</em> <b>exercises</b> <b>that</b> unfortunately happens far too often and ends up increasing the cost of creating jobs in the energy sector. i'll continue to be an advocate for the countless number of texans whose livelihoods depend on this sector of our economy while it continues to face challenges on a multitude of fronts. and again, getting back to my point about the price of gasoline, if we drive a car, we're all paying for gasoline, and it just makes sense to do what we can to help that price get lower, and we all benefit, and one of those ways we can do that is through regulatory reform and the second is through tax reform. i mentioned hurricane harvey earlier, but that's not the only one. additional challenge. another potential challenge i should mention is nafta. this is the north american free trade agreement. it's about a 20-year-old trade agreement that includes canada, mexico, and the united states. this is a topic i will have a chance to speak about further at the hoover institution this afternoon. but as most of us know, the nafta negotiations are ongoing. president trump h",https://archive.org/details/CSPAN2_20171017_181500_U.S._Senate_10172017,U.S. Senate 10172017
28,False,False,2017-08-10 14:00:00,CSPAN3,," <b>system</b> <b>of</b> <em>regulatory</em> <b>safeguards</b> <b>should</b> provide a stable free market that secures our way of life, paves the way for a sound economy and benefits us all. i would like to thank the economic policy institute for hosting us today and for all of their work and support in this event. i would also like to thank americans for financial reform, the environmental working group, union of concerned scientists, kids in cars, environmental defense fund, public citizen and my colleagues at consumer federation of america for all of their work in preparation for today's event. i'd also like to remind everyone that we are live tweeting at the hashtags hurt by deregulation and go away raa. this morning we are here to discuss the very real and significant consequences of deregulation. as a country, we depend on rules to make our lives safer, healthier and more fair. however, there are numerous efforts under consideration by congress that will make it vastly more difficult, if not impossible, for rules that we need and expect to ever be finalized. the regulatory accountability act is one of the most ",https://archive.org/details/CSPAN3_20170810_140000_Federal_Deregulation,Federal Deregulation
29,False,False,2017-01-25 20:32:00,CSPAN,," <b>that</b> <b>the</b> <em>regulatory</em> <b>structure</b> <b>of</b> the government in america <b>today</b> <b>is</b> <em>strangling</em> <b>was</b> <b>--</b> <em>strangling</em> <b>businesses.</b> <b>everyone</b> can tell you stories. within the office of advocacy, they are supposed to be independent, but they haven't been. they are supposed to stand up complain loudly every time the federal government does something that affects small businesses. there is a process in place for them to formally do this. it hasn't worked very well. i'm hoping that as we go forward we are going to be able to make it better. the poster child for that was the rule proposed regarding the waters in the united states. the office of advocacy rightly complained in said -- look, this is a big problem, especially for small businesses in agriculture. others, too. the agency said that they were making a finding that this would not have a significant impact on businesses. you have got to be brain dead to reach that kind of conclusion. in any event, i know that you share my concern about that. i hope we will be able to work together to try to do more for small businesses. we all know that when the ,over",https://archive.org/details/CSPAN_20170125_203200_SBA_Administrator_Linda_McMahon_Testifies_at_Confirmation_Hearing,SBA Administrator Linda McMahon Testifies at Confirmation Hearing
